"CommHouse","Date","Time","Type","Action","LastName","FirstName","MiddleName","Position","Term","Resides_At","ModDate"
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Singer","Barbara","A.","to be an Administrative Law Judge","for the term prescribed by law.","Holmdel",1/8/2026 0:00:00
"SJU","5/29/2025","10:00 AM","Meeting","Interviewed","Singleterry","Douglas","M.","to be a Judge of the Superior Court","to succeed the Honorable Bradford M. Bury, J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","North Plainfield",5/27/2025 0:00:00
"S","5/29/2025","12:00 PM","Quorum","Reported From Committee","Singleterry","Douglas","M.","to be a Judge of the Superior Court","to succeed the Honorable Bradford M. Bury, J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","North Plainfield",5/29/2025 0:00:00
"S","6/2/2025","11:00 AM","Session","Advise and Consent","Singleterry","Douglas","M.","to be a Judge of the Superior Court","to succeed the Honorable Bradford M. Bury, J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","North Plainfield",6/2/2025 0:00:00
"S","5/19/2025","12:00 PM","Quorum","Referred To Committee","Singleterry","Douglas","M.","to be a Judge of the Superior Court","to succeed the Honorable Bradford M. Bury, J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","North Plainfield",5/19/2025 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Skoog","Anne"," ","to be a member of the Highlands Water Protection and Planning Council","to replace James Mengucci, for the term prescribed by law, currently set to expire October 25, 2027.","White Township",1/25/2024 0:00:00
"S","12/11/2025","12:00 AM","Quorum","Withdrawn","Skoog","Anne"," ","to be a member of the Highlands Water Protection and Planning Council","to replace James Mengucci, for the term prescribed by law, currently set to expire October 25, 2027.","White Township",12/11/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Slaughter","Ronald"," ","to be a member of the State Parole Board","to succeed himself, for the term prescribed by law, currently set to expire March 7, 2030.","West Orange",12/22/2025 0:00:00
"SJU","12/18/2025","10:30 AM","Meeting","Interviewed","Slaughter","Ronald"," ","to be a member of the State Parole Board","to succeed himself, for the term prescribed by law, currently set to expire March 7, 2030.","West Orange",12/17/2025 0:00:00
"S","6/13/2024","12:00 PM","Quorum","Referred To Committee","Slaughter","Ronald"," ","to be a member of the State Parole Board","to succeed himself, for the term prescribed by law, currently set to expire March 7, 2030.","West Orange",6/13/2024 0:00:00
"S","12/18/2025","01:00 PM","Session","Reported From Committee","Slaughter","Ronald"," ","to be a member of the State Parole Board","to succeed himself, for the term prescribed by law, currently set to expire March 7, 2030.","West Orange",12/18/2025 0:00:00
"S","12/8/2025","12:00 AM","Quorum","Referred To Committee","Sluyter","Kent"," ","to be a member of the Montclair State University - Board of Trustees","to succeed himself, for the term prescribed by law.","Lebanon",12/8/2025 0:00:00
"SJU","1/12/2026","10:00 AM","Meeting","Considered","Sluyter","Kent"," ","to be a member of the Montclair State University - Board of Trustees","to succeed himself, for the term prescribed by law.","Lebanon",1/10/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Sluyter","Kent"," ","to be a member of the Montclair State University - Board of Trustees","to succeed himself, for the term prescribed by law.","Lebanon",1/12/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Reported From Committee","Sluyter","Kent"," ","to be a member of the Montclair State University - Board of Trustees","to succeed himself, for the term prescribed by law.","Lebanon",1/12/2026 0:00:00
"S","9/19/2024","12:00 PM","Quorum","Referred To Committee","Smith","Annette"," ","to be a member of the State Council on Developmental Disabilities","to succeed herself, for the term prescribed by law, currently set to expire July 1, 2026.","Newark",9/19/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Advise and Consent","Smith","Christine"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Marmora",6/28/2024 0:00:00
"S","6/13/2024","12:00 PM","Quorum","Reported From Committee","Smith","Christine"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Marmora",6/13/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Referred To Committee","Smith","Christine"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Marmora",3/18/2024 0:00:00
"SJU","6/13/2024","10:00 AM","Meeting","Interviewed","Smith","Christine"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Marmora",5/31/2024 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Smith","David"," ","to be a member of the Motion Picture and Television Development Commission","to succeed himself, for the term prescribed by law.","Pennington",12/22/2025 0:00:00
"SJU","12/18/2025","10:30 AM","Meeting","Considered","Smith","David"," ","to be a member of the Motion Picture and Television Development Commission","to succeed himself, for the term prescribed by law.","Pennington",12/16/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Reported From Committee","Smith","David"," ","to be a member of the Motion Picture and Television Development Commission","to succeed himself, for the term prescribed by law.","Pennington",12/18/2025 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Smith","David"," ","to be a member of the Motion Picture and Television Development Commission","to succeed himself, for the term prescribed by law.","Pennington",11/20/2025 0:00:00
"S","12/8/2025","12:00 AM","Quorum","Referred To Committee","Smith","Kelley"," ","to be a member of the Highlands Water Protection and Planning Council","to replace Abigail Postma, for the term prescribed by law.","Phillipsburg",12/8/2025 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Interviewed","Smith","Kelley"," ","to be a member of the Highlands Water Protection and Planning Council","to replace Abigail Postma, for the term prescribed by law.","Phillipsburg",12/30/2025 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Smith","Kelley"," ","to be a member of the Highlands Water Protection and Planning Council","to replace Abigail Postma, for the term prescribed by law.","Phillipsburg",1/8/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Smith","Kelley"," ","to be a member of the Highlands Water Protection and Planning Council","to replace Abigail Postma, for the term prescribed by law.","Phillipsburg",1/12/2026 0:00:00
"SJU","3/24/2025","11:00 AM","Meeting","Considered","Smith","Virginia"," ","to be a member of the Rowan University Board of Trustees","to succeed herself, for the term prescribed by law, currently set to expire June 30, 2028.","Newtown, PA.",3/19/2025 0:00:00
"S","3/24/2025","01:00 PM","Session","Reported From Committee","Smith","Virginia"," ","to be a member of the Rowan University Board of Trustees","to succeed herself, for the term prescribed by law, currently set to expire June 30, 2028.","Newtown, PA.",3/24/2025 0:00:00
"S","3/24/2025","01:00 PM","Session","Advise and Consent","Smith","Virginia"," ","to be a member of the Rowan University Board of Trustees","to succeed herself, for the term prescribed by law, currently set to expire June 30, 2028.","Newtown, PA.",3/24/2025 0:00:00
"S","11/18/2024","12:00 PM","Quorum","Referred To Committee","Smith","Virginia"," ","to be a member of the Rowan University Board of Trustees","to succeed herself, for the term prescribed by law, currently set to expire June 30, 2028.","Newtown, PA.",11/18/2024 0:00:00
"SJU","12/22/2025","10:00 AM","Meeting","Interviewed","Smyth","Donna"," ","to be a member of the Horizon Blue Cross and Blue Shield, Inc. of New Jersey - Board of Directors","to replace the Honorable Christopher Bateman, for the term prescribed by law.","Scotch Plains",12/19/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Referred To Committee","Smyth","Donna"," ","to be a member of the Horizon Blue Cross and Blue Shield, Inc. of New Jersey - Board of Directors","to replace the Honorable Christopher Bateman, for the term prescribed by law.","Scotch Plains",12/15/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Reported From Committee","Smyth","Donna"," ","to be a member of the Horizon Blue Cross and Blue Shield, Inc. of New Jersey - Board of Directors","to replace the Honorable Christopher Bateman, for the term prescribed by law.","Scotch Plains",12/22/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Smyth","Donna"," ","to be a member of the Horizon Blue Cross and Blue Shield, Inc. of New Jersey - Board of Directors","to replace the Honorable Christopher Bateman, for the term prescribed by law.","Scotch Plains",12/22/2025 0:00:00
"SJU","2/20/2025","11:00 AM","Meeting","Considered","Solomon","Michelle"," ","to be a member of the State Council on Developmental Disabilities","to replace Kara Sellix, for the term prescribed by law, currently set to expire July 1, 2026.","East Windsor",2/13/2025 0:00:00
"S","2/25/2025","01:00 PM","Session","Advise and Consent","Solomon","Michelle"," ","to be a member of the State Council on Developmental Disabilities","to replace Kara Sellix, for the term prescribed by law, currently set to expire July 1, 2026.","East Windsor",2/25/2025 0:00:00
"S","2/20/2025","12:00 PM","Quorum","Reported From Committee","Solomon","Michelle"," ","to be a member of the State Council on Developmental Disabilities","to replace Kara Sellix, for the term prescribed by law, currently set to expire July 1, 2026.","East Windsor",2/20/2025 0:00:00
"S","9/19/2024","12:00 PM","Quorum","Referred To Committee","Solomon","Michelle"," ","to be a member of the State Council on Developmental Disabilities","to replace Kara Sellix, for the term prescribed by law, currently set to expire July 1, 2026.","East Windsor",9/19/2024 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Sooy","Sara"," ","to be a member of the Highlands Water Protection and Planning Council","to succeed Robert Walton, for the term prescribed by law, currently set to expire January 19, 2025.","Watchung",1/25/2024 0:00:00
"S","6/19/2025","12:00 PM","Quorum","Withdrawn","Sooy","Sara"," ","to be a member of the Highlands Water Protection and Planning Council","to succeed Robert Walton, for the term prescribed by law, currently set to expire January 19, 2025.","Watchung",6/19/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Reported From Committee","Soranno","Kerry","C.","to be a Judge of the Superior Court","to succeed Francis J. Vernoia, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Morganville",12/18/2025 0:00:00
"S","10/28/2024","02:00 PM","Session","Referred To Committee","Soranno","Kerry","C.","to be a Judge of the Superior Court","to succeed Francis J. Vernoia, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Morganville",10/28/2024 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Soranno","Kerry","C.","to be a Judge of the Superior Court","to succeed Francis J. Vernoia, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Morganville",12/22/2025 0:00:00
"SJU","12/18/2025","10:30 AM","Meeting","Interviewed","Soranno","Kerry","C.","to be a Judge of the Superior Court","to succeed Francis J. Vernoia, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Morganville",12/17/2025 0:00:00
"SJU","12/16/2024","10:00 AM","Meeting","Considered","Soranno","Nicholas"," ","to be a member of the State Police Retirement System of New Jersey Board of Trustees","to replace Donald Tretola, for the term prescribed by law, currently set to expire September 12, 2026.","Frelinghuysen",12/10/2024 0:00:00
"S","11/18/2024","12:00 PM","Quorum","Referred To Committee","Soranno","Nicholas"," ","to be a member of the State Police Retirement System of New Jersey Board of Trustees","to replace Donald Tretola, for the term prescribed by law, currently set to expire September 12, 2026.","Frelinghuysen",11/18/2024 0:00:00
